,issue_d,loan_status,term,funded_amnt,annual_inc,dti,fico_range_low,mths_since_last_delinq,emp_length,grade,home_ownership,issue_date
1078119,2016-02-01,Charged Off, 36 months,6000.0,45000.0,29.95,700.0,49.0,3 years,B,RENT,2016-02-01
1078120,2016-02-01,Fully Paid, 60 months,17350.0,55000.0,22.04,730.0,,3 years,F,RENT,2016-02-01
1078121,2016-02-01,Charged Off, 60 months,12800.0,30500.0,34.55,670.0,104.0,,E,RENT,2016-02-01
1078122,2016-02-01,Fully Paid, 36 months,15000.0,58000.0,18.64,695.0,,10+ years,C,MORTGAGE,2016-02-01
1078123,2016-02-01,Current, 60 months,32500.0,65000.0,26.77,680.0,,8 years,D,OWN,2016-02-01
1078124,2016-02-01,Fully Paid, 36 months,4000.0,54000.0,14.11,680.0,7.0,10+ years,B,RENT,2016-02-01
1078125,2016-02-01,Charged Off, 60 months,14925.0,51000.0,29.41,665.0,41.0,10+ years,F,MORTGAGE,2016-02-01
1078126,2016-02-01,Fully Paid, 60 months,25000.0,128900.0,11.24,660.0,76.0,3 years,D,MORTGAGE,2016-02-01
1078127,2016-02-01,Fully Paid, 60 months,27500.0,125000.0,10.0,715.0,,10+ years,B,OWN,2016-02-01
1078128,2016-02-01,Fully Paid, 36 months,22400.0,106800.0,31.75,730.0,40.0,1 year,C,MORTGAGE,2016-02-01
1078129,2016-02-01,Fully Paid, 36 months,5000.0,67000.0,20.87,675.0,,1 year,C,MORTGAGE,2016-02-01
1078130,2016-02-01,Charged Off, 60 months,14000.0,60000.0,32.74,680.0,,10+ years,F,RENT,2016-02-01
1078131,2016-02-01,Fully Paid, 36 months,7425.0,34000.0,20.33,665.0,,10+ years,B,RENT,2016-02-01
1078132,2016-02-01,Fully Paid, 36 months,25000.0,130000.0,15.17,695.0,27.0,10+ years,A,MORTGAGE,2016-02-01
1078133,2016-02-01,Charged Off, 60 months,30000.0,60000.0,23.8,715.0,28.0,10+ years,C,RENT,2016-02-01
1078134,2016-02-01,Fully Paid, 36 months,12775.0,35500.0,18.02,680.0,,2 years,D,OWN,2016-02-01
1078135,2016-02-01,Fully Paid, 36 months,31200.0,65000.0,30.61,695.0,60.0,4 years,C,OWN,2016-02-01
1078136,2016-02-01,Charged Off, 60 months,26000.0,65000.0,14.66,665.0,,10+ years,D,MORTGAGE,2016-02-01
1078137,2016-02-01,Charged Off, 36 months,8000.0,80000.0,19.59,695.0,20.0,3 years,B,RENT,2016-02-01
1078138,2016-02-01,Charged Off, 60 months,16000.0,80000.0,16.71,680.0,,1 year,C,MORTGAGE,2016-02-01
1078139,2016-02-01,Charged Off, 36 months,10000.0,50000.0,8.03,665.0,,3 years,C,RENT,2016-02-01
1078140,2016-02-01,Fully Paid, 36 months,6000.0,24000.0,21.8,670.0,,,B,RENT,2016-02-01
1078141,2016-02-01,Fully Paid, 36 months,35000.0,250000.0,11.9,750.0,76.0,2 years,B,RENT,2016-02-01
1078142,2016-02-01,Charged Off, 36 months,3600.0,10000.0,35.03,675.0,,,F,RENT,2016-02-01
1078143,2016-02-01,Fully Paid, 36 months,28000.0,91000.0,14.69,680.0,25.0,,B,MORTGAGE,2016-02-01
1078144,2016-02-01,Fully Paid, 36 months,20000.0,64500.0,11.65,695.0,,10+ years,A,RENT,2016-02-01
1078145,2016-02-01,Fully Paid, 36 months,10000.0,130000.0,12.06,690.0,16.0,10+ years,B,RENT,2016-02-01
1078146,2016-02-01,Fully Paid, 36 months,18000.0,216000.0,10.77,665.0,8.0,5 years,C,MORTGAGE,2016-02-01
1078147,2016-02-01,Fully Paid, 36 months,15000.0,190000.0,14.88,690.0,41.0,4 years,A,MORTGAGE,2016-02-01
1078148,2016-02-01,Current, 60 months,20000.0,100000.0,15.14,730.0,,10+ years,B,MORTGAGE,2016-02-01
1078149,2016-02-01,Charged Off, 36 months,15000.0,51000.0,18.09,690.0,43.0,2 years,C,RENT,2016-02-01
1078150,2016-02-01,Charged Off, 36 months,4225.0,71000.0,16.48,665.0,,10+ years,D,RENT,2016-02-01
1078151,2016-02-01,Fully Paid, 60 months,35000.0,340000.0,11.86,660.0,5.0,5 years,E,MORTGAGE,2016-02-01
1078152,2016-02-01,Charged Off, 36 months,10000.0,47000.0,30.67,665.0,,10+ years,D,RENT,2016-02-01
1078153,2016-02-01,Fully Paid, 36 months,18000.0,65000.0,20.33,725.0,,4 years,B,RENT,2016-02-01
1078154,2016-02-01,Fully Paid, 36 months,8000.0,34000.0,9.74,665.0,20.0,2 years,B,RENT,2016-02-01
1078155,2016-02-01,Charged Off, 60 months,30000.0,71000.0,28.36,685.0,,10+ years,E,RENT,2016-02-01
1078156,2016-02-01,Fully Paid, 36 months,20000.0,95000.0,36.32,730.0,73.0,4 years,B,OWN,2016-02-01
1078157,2016-02-01,Fully Paid, 36 months,20000.0,47000.0,29.55,670.0,,10+ years,C,RENT,2016-02-01
1078158,2016-02-01,Charged Off, 36 months,1500.0,150000.0,19.09,675.0,39.0,2 years,B,MORTGAGE,2016-02-01
1078159,2016-02-01,Charged Off, 60 months,31875.0,95000.0,33.96,755.0,27.0,10+ years,D,MORTGAGE,2016-02-01
1078160,2016-02-01,Current, 60 months,17450.0,80000.0,24.74,665.0,10.0,9 years,D,RENT,2016-02-01
1078161,2016-02-01,Fully Paid, 36 months,24000.0,60000.0,13.98,760.0,,6 years,B,RENT,2016-02-01
1078162,2016-02-01,Fully Paid, 36 months,4000.0,48000.0,11.13,710.0,68.0,< 1 year,A,MORTGAGE,2016-02-01
1078163,2016-02-01,Charged Off, 60 months,14000.0,33934.0,26.46,680.0,,5 years,C,RENT,2016-02-01
1078164,2016-02-01,Fully Paid, 36 months,9800.0,48650.0,24.12,675.0,20.0,10+ years,B,OWN,2016-02-01
1078165,2016-02-01,Charged Off, 60 months,26700.0,76000.0,21.05,660.0,72.0,5 years,E,MORTGAGE,2016-02-01
1078166,2016-02-01,Current, 60 months,25500.0,58000.0,19.3,685.0,,,E,RENT,2016-02-01
1078167,2016-02-01,Fully Paid, 36 months,18000.0,93000.0,17.14,700.0,13.0,6 years,A,MORTGAGE,2016-02-01
1078168,2016-02-01,Fully Paid, 36 months,23700.0,160000.0,21.85,670.0,65.0,10+ years,C,RENT,2016-02-01
1078169,2016-02-01,Fully Paid, 36 months,24000.0,48442.9,27.05,715.0,,,A,RENT,2016-02-01
1078170,2016-02-01,Charged Off, 36 months,5000.0,22560.0,34.73,660.0,,3 years,C,OWN,2016-02-01
1078171,2016-02-01,Fully Paid, 36 months,4250.0,48000.0,8.96,680.0,46.0,10+ years,C,RENT,2016-02-01
1078172,2016-02-01,Fully Paid, 36 months,16275.0,37000.0,31.86,695.0,,,C,OWN,2016-02-01
1078173,2016-02-01,Current, 60 months,24000.0,160000.0,9.91,685.0,45.0,2 years,C,MORTGAGE,2016-02-01
1078174,2016-02-01,Fully Paid, 60 months,19200.0,90000.0,18.83,705.0,30.0,9 years,B,MORTGAGE,2016-02-01
1078175,2016-02-01,Fully Paid, 36 months,33000.0,85000.0,25.48,760.0,,10+ years,B,MORTGAGE,2016-02-01
1078176,2016-02-01,Charged Off, 60 months,20000.0,54000.0,27.02,680.0,,2 years,D,MORTGAGE,2016-02-01
1078177,2016-02-01,Fully Paid, 36 months,35000.0,110000.0,17.73,690.0,,7 years,C,MORTGAGE,2016-02-01
1078178,2016-02-01,Fully Paid, 36 months,26250.0,70000.0,34.54,690.0,13.0,10+ years,D,MORTGAGE,2016-02-01
1078179,2016-02-01,Charged Off, 60 months,12000.0,62000.0,48.08,700.0,,6 years,F,MORTGAGE,2016-02-01
1078180,2016-02-01,Fully Paid, 36 months,3825.0,45000.0,16.91,705.0,7.0,2 years,B,MORTGAGE,2016-02-01
1078181,2016-02-01,Fully Paid, 36 months,15000.0,62000.0,9.37,700.0,30.0,10+ years,B,RENT,2016-02-01
1078182,2016-02-01,Fully Paid, 60 months,13600.0,100000.0,7.12,715.0,,1 year,B,MORTGAGE,2016-02-01
1078183,2016-02-01,Fully Paid, 36 months,4000.0,25000.0,12.67,670.0,39.0,1 year,C,RENT,2016-02-01
1078184,2016-02-01,Fully Paid, 60 months,16500.0,100000.0,14.81,730.0,,10+ years,D,MORTGAGE,2016-02-01
1078185,2016-02-01,Current, 60 months,15000.0,30000.0,26.64,680.0,9.0,3 years,F,OWN,2016-02-01
1078186,2016-02-01,Fully Paid, 36 months,14000.0,63888.0,9.05,735.0,,5 years,A,MORTGAGE,2016-02-01
1078187,2016-02-01,Charged Off, 36 months,24000.0,85000.0,17.7,660.0,52.0,3 years,D,RENT,2016-02-01
1078188,2016-02-01,Fully Paid, 36 months,10000.0,125000.0,6.09,660.0,35.0,,C,MORTGAGE,2016-02-01
1078189,2016-02-01,Fully Paid, 36 months,5000.0,50000.0,32.31,660.0,33.0,10+ years,B,OWN,2016-02-01
1078190,2016-02-01,Fully Paid, 36 months,35000.0,80000.0,31.36,710.0,,10+ years,C,RENT,2016-02-01
1078191,2016-02-01,Fully Paid, 36 months,4000.0,46000.0,22.28,675.0,37.0,10+ years,B,OWN,2016-02-01
1078192,2016-02-01,Fully Paid, 36 months,11000.0,60000.0,17.12,670.0,23.0,5 years,B,RENT,2016-02-01
1078193,2016-02-01,Fully Paid, 36 months,12000.0,82500.0,9.5,695.0,,10+ years,A,RENT,2016-02-01
1078194,2016-02-01,Fully Paid, 36 months,24000.0,450000.0,12.06,675.0,58.0,10+ years,C,MORTGAGE,2016-02-01
1078195,2016-02-01,Fully Paid, 60 months,35000.0,125000.0,25.36,685.0,51.0,4 years,D,MORTGAGE,2016-02-01
1078196,2016-02-01,Charged Off, 36 months,11550.0,52000.0,33.31,685.0,36.0,10+ years,D,RENT,2016-02-01
1078197,2016-02-01,Charged Off, 36 months,8000.0,32000.0,17.89,700.0,,10+ years,B,RENT,2016-02-01
1078198,2016-02-01,Current, 60 months,12000.0,108000.0,18.61,710.0,41.0,10+ years,C,MORTGAGE,2016-02-01
1078199,2016-02-01,Fully Paid, 36 months,7200.0,24800.0,18.01,720.0,,7 years,A,RENT,2016-02-01
1078200,2016-02-01,Fully Paid, 36 months,13700.0,45700.0,6.22,695.0,74.0,6 years,D,MORTGAGE,2016-02-01
1078201,2016-02-01,Fully Paid, 36 months,30000.0,100000.0,25.0,680.0,,10+ years,A,MORTGAGE,2016-02-01
1078202,2016-02-01,Charged Off, 36 months,22000.0,44000.0,26.5,680.0,2.0,,C,OWN,2016-02-01
1078203,2016-02-01,Fully Paid, 36 months,10000.0,42000.0,12.88,680.0,28.0,6 years,C,OWN,2016-02-01
1078204,2016-02-01,Fully Paid, 36 months,3000.0,110000.0,11.06,740.0,73.0,10+ years,A,MORTGAGE,2016-02-01
1078205,2016-02-01,Current, 60 months,20000.0,98000.0,27.47,720.0,,< 1 year,C,MORTGAGE,2016-02-01
1078206,2016-02-01,Fully Paid, 36 months,7000.0,47000.0,3.37,700.0,,10+ years,B,RENT,2016-02-01
1078207,2016-02-01,Fully Paid, 36 months,13600.0,40000.0,26.22,740.0,,10+ years,B,MORTGAGE,2016-02-01
1078208,2016-02-01,Fully Paid, 60 months,35000.0,78910.0,30.02,705.0,,10+ years,E,MORTGAGE,2016-02-01
1078209,2016-02-01,Fully Paid, 36 months,8400.0,71000.0,17.95,670.0,7.0,10+ years,B,MORTGAGE,2016-02-01
1078210,2016-02-01,Fully Paid, 36 months,10000.0,47000.0,15.4,665.0,10.0,,B,MORTGAGE,2016-02-01
1078211,2016-02-01,Fully Paid, 36 months,12225.0,34000.0,19.66,660.0,,,D,RENT,2016-02-01
1078213,2016-02-01,Fully Paid, 36 months,9000.0,25284.0,16.9,685.0,,,B,OWN,2016-02-01
1078214,2016-02-01,Current, 60 months,28000.0,75000.0,18.85,695.0,,10+ years,F,RENT,2016-02-01
1078215,2016-02-01,Fully Paid, 36 months,1200.0,9036.0,39.44,660.0,,,F,RENT,2016-02-01
1078216,2016-02-01,Fully Paid, 36 months,10000.0,100786.0,8.09,695.0,,4 years,A,MORTGAGE,2016-02-01
1078217,2016-02-01,Fully Paid, 36 months,17000.0,109200.0,17.04,710.0,48.0,10+ years,B,MORTGAGE,2016-02-01
1078218,2016-02-01,Fully Paid, 36 months,20000.0,65000.0,10.32,825.0,,,A,OWN,2016-02-01
1078219,2016-02-01,Fully Paid, 36 months,4475.0,38000.0,18.92,670.0,59.0,< 1 year,E,RENT,2016-02-01
1078220,2016-02-01,Fully Paid, 36 months,35000.0,100000.0,38.68,690.0,56.0,8 years,C,RENT,2016-02-01
1078221,2016-02-01,Fully Paid, 36 months,2700.0,42000.0,14.37,670.0,71.0,10+ years,D,OWN,2016-02-01
1078222,2016-02-01,Fully Paid, 36 months,11200.0,38000.0,26.59,690.0,1.0,9 years,E,MORTGAGE,2016-02-01
1078223,2016-02-01,Fully Paid, 36 months,8000.0,41000.0,33.55,690.0,67.0,,B,RENT,2016-02-01
1078224,2016-02-01,Fully Paid, 36 months,25000.0,109000.0,17.85,740.0,20.0,10+ years,B,MORTGAGE,2016-02-01
1078225,2016-02-01,Current, 60 months,29925.0,92000.0,31.49,660.0,,,F,MORTGAGE,2016-02-01
1078226,2016-02-01,Fully Paid, 36 months,17000.0,152000.0,20.47,730.0,31.0,9 years,A,MORTGAGE,2016-02-01
1078227,2016-02-01,Charged Off, 60 months,23850.0,110000.0,4.36,710.0,,3 years,D,MORTGAGE,2016-02-01
1078228,2016-02-01,Fully Paid, 36 months,18000.0,100000.0,21.98,685.0,70.0,10+ years,A,OWN,2016-02-01
1078229,2016-02-01,Current, 60 months,10000.0,26400.0,27.05,675.0,62.0,3 years,C,RENT,2016-02-01
1078230,2016-02-01,Fully Paid, 36 months,6475.0,58000.0,33.02,690.0,10.0,9 years,A,MORTGAGE,2016-02-01
1078231,2016-02-01,Fully Paid, 36 months,5000.0,76000.0,20.15,685.0,,10+ years,B,RENT,2016-02-01
1078232,2016-02-01,Current, 60 months,18000.0,50000.0,10.24,720.0,,< 1 year,D,RENT,2016-02-01
1078233,2016-02-01,Fully Paid, 36 months,17875.0,42579.0,47.24,710.0,,,E,RENT,2016-02-01
1078234,2016-02-01,Fully Paid, 36 months,8000.0,50000.0,20.26,695.0,,10+ years,B,MORTGAGE,2016-02-01
1078235,2016-02-01,Fully Paid, 36 months,6400.0,72000.0,11.15,675.0,,10+ years,B,RENT,2016-02-01
1078236,2016-02-01,Fully Paid, 36 months,13000.0,110000.0,13.04,685.0,24.0,10+ years,C,MORTGAGE,2016-02-01
1078237,2016-02-01,Late (31-120 days), 36 months,10000.0,27000.0,34.27,675.0,53.0,10+ years,D,RENT,2016-02-01
1078238,2016-02-01,Charged Off, 60 months,18000.0,51000.0,28.26,670.0,12.0,10+ years,C,MORTGAGE,2016-02-01
1078239,2016-02-01,Fully Paid, 36 months,3600.0,20000.0,23.83,675.0,,< 1 year,C,MORTGAGE,2016-02-01
1078240,2016-02-01,Fully Paid, 60 months,18000.0,86000.0,24.67,700.0,69.0,3 years,B,MORTGAGE,2016-02-01
1078241,2016-02-01,Charged Off, 36 months,8500.0,35000.0,9.67,660.0,,10+ years,C,RENT,2016-02-01
1078242,2016-02-01,Fully Paid, 36 months,35000.0,125000.0,29.41,680.0,,10+ years,D,MORTGAGE,2016-02-01
1078243,2016-02-01,Fully Paid, 36 months,20000.0,120000.0,24.41,675.0,28.0,10+ years,B,RENT,2016-02-01
1078244,2016-02-01,Charged Off, 60 months,22800.0,45636.0,20.69,685.0,38.0,< 1 year,D,MORTGAGE,2016-02-01
1078245,2016-02-01,Fully Paid, 36 months,24000.0,120000.0,12.52,670.0,23.0,4 years,B,MORTGAGE,2016-02-01
1078246,2016-02-01,Current, 60 months,22000.0,94000.0,14.69,720.0,,10+ years,B,MORTGAGE,2016-02-01
1078247,2016-02-01,Fully Paid, 36 months,5500.0,50000.0,9.72,680.0,2.0,5 years,C,MORTGAGE,2016-02-01
1078248,2016-02-01,Fully Paid, 36 months,6000.0,42000.0,24.43,690.0,36.0,,B,OWN,2016-02-01
1078249,2016-02-01,Current, 60 months,14000.0,60000.0,28.26,695.0,,5 years,C,RENT,2016-02-01
1078250,2016-02-01,Fully Paid, 36 months,15000.0,60000.0,1.66,765.0,,4 years,A,MORTGAGE,2016-02-01
1078251,2016-02-01,Charged Off, 36 months,11000.0,37000.0,28.61,685.0,,,C,RENT,2016-02-01
1078252,2016-02-01,Fully Paid, 36 months,15000.0,60000.0,19.27,685.0,,2 years,D,MORTGAGE,2016-02-01
1078253,2016-02-01,Charged Off, 36 months,30000.0,86000.0,26.57,685.0,59.0,10+ years,D,RENT,2016-02-01
1078254,2016-02-01,Fully Paid, 36 months,26000.0,88000.0,25.9,715.0,7.0,6 years,A,MORTGAGE,2016-02-01
1078255,2016-02-01,Current, 60 months,11500.0,45000.0,17.49,660.0,21.0,,D,RENT,2016-02-01
1078256,2016-02-01,Fully Paid, 36 months,15000.0,135400.0,14.66,720.0,30.0,10+ years,B,MORTGAGE,2016-02-01
1078257,2016-02-01,Fully Paid, 36 months,9600.0,52500.0,14.86,670.0,3.0,4 years,C,RENT,2016-02-01
1078258,2016-02-01,Fully Paid, 60 months,32000.0,126880.0,14.1,685.0,13.0,< 1 year,C,MORTGAGE,2016-02-01
1078259,2016-02-01,Current, 60 months,17000.0,52000.0,12.83,680.0,27.0,6 years,B,RENT,2016-02-01
1078260,2016-02-01,Fully Paid, 36 months,24000.0,160000.0,22.49,680.0,,< 1 year,C,RENT,2016-02-01
1078261,2016-02-01,Current, 60 months,22700.0,70000.0,21.21,695.0,65.0,4 years,D,MORTGAGE,2016-02-01
1078262,2016-02-01,Fully Paid, 60 months,19000.0,112500.0,17.42,705.0,,1 year,B,MORTGAGE,2016-02-01
1078263,2016-02-01,Charged Off, 36 months,10000.0,135000.0,26.26,675.0,6.0,9 years,C,MORTGAGE,2016-02-01
1078264,2016-02-01,Charged Off, 60 months,21000.0,72100.0,33.02,725.0,,3 years,D,MORTGAGE,2016-02-01
1078265,2016-02-01,Fully Paid, 36 months,30000.0,107462.0,12.05,695.0,40.0,10+ years,D,MORTGAGE,2016-02-01
1078266,2016-02-01,Current, 60 months,28000.0,175000.0,27.0,715.0,,6 years,B,MORTGAGE,2016-02-01
1078267,2016-02-01,Fully Paid, 36 months,12000.0,39000.0,19.51,700.0,38.0,,B,OWN,2016-02-01
1078268,2016-02-01,Fully Paid, 36 months,15000.0,83500.0,13.59,695.0,35.0,3 years,A,RENT,2016-02-01
1078269,2016-02-01,Fully Paid, 36 months,13500.0,42000.0,27.83,680.0,57.0,4 years,B,RENT,2016-02-01
1078270,2016-02-01,Fully Paid, 36 months,15075.0,60000.0,37.84,725.0,71.0,6 years,D,MORTGAGE,2016-02-01
1078271,2016-02-01,Fully Paid, 36 months,4000.0,10668.0,24.52,685.0,,,B,RENT,2016-02-01
1078272,2016-02-01,Current, 60 months,19200.0,73000.0,32.66,660.0,4.0,10+ years,D,MORTGAGE,2016-02-01
1078273,2016-02-01,Current, 60 months,23000.0,93000.0,22.05,690.0,33.0,< 1 year,D,MORTGAGE,2016-02-01
1078274,2016-02-01,Fully Paid, 36 months,35000.0,123000.0,20.74,750.0,,2 years,C,RENT,2016-02-01
1078275,2016-02-01,Fully Paid, 36 months,10000.0,122000.0,22.8,660.0,12.0,10+ years,B,MORTGAGE,2016-02-01
1078276,2016-02-01,Fully Paid, 36 months,4000.0,105000.0,19.73,720.0,9.0,< 1 year,B,MORTGAGE,2016-02-01
1078277,2016-02-01,Charged Off, 36 months,5000.0,60000.0,10.87,665.0,8.0,10+ years,B,MORTGAGE,2016-02-01
1078278,2016-02-01,Fully Paid, 36 months,20850.0,60000.0,7.02,685.0,28.0,10+ years,D,OWN,2016-02-01
1078279,2016-02-01,Charged Off, 60 months,16800.0,58380.0,23.21,690.0,53.0,10+ years,B,MORTGAGE,2016-02-01
1078280,2016-02-01,Fully Paid, 36 months,18000.0,90000.0,12.12,735.0,,2 years,A,RENT,2016-02-01
1078281,2016-02-01,Fully Paid, 60 months,16000.0,80000.0,3.38,675.0,44.0,10+ years,D,MORTGAGE,2016-02-01
1078282,2016-02-01,Charged Off, 36 months,9600.0,120000.0,18.79,665.0,35.0,10+ years,C,RENT,2016-02-01
1078283,2016-02-01,Fully Paid, 36 months,11200.0,112000.0,35.72,685.0,,8 years,E,OWN,2016-02-01
1078284,2016-02-01,Fully Paid, 36 months,7000.0,100000.0,20.27,720.0,81.0,< 1 year,A,RENT,2016-02-01
1078285,2016-02-01,Fully Paid, 36 months,10000.0,31200.0,27.42,670.0,41.0,5 years,B,RENT,2016-02-01
1078286,2016-02-01,Charged Off, 36 months,12800.0,65000.0,24.67,670.0,,6 years,C,RENT,2016-02-01
1078287,2016-02-01,Fully Paid, 36 months,10075.0,24000.0,29.45,665.0,62.0,10+ years,B,RENT,2016-02-01
1078288,2016-02-01,Fully Paid, 36 months,3500.0,61000.0,13.4,725.0,81.0,,A,MORTGAGE,2016-02-01
1078289,2016-02-01,Charged Off, 36 months,20000.0,85000.0,20.29,700.0,44.0,10+ years,A,MORTGAGE,2016-02-01
1078290,2016-02-01,Fully Paid, 36 months,10000.0,65000.0,29.89,670.0,14.0,5 years,C,MORTGAGE,2016-02-01
1078291,2016-02-01,Fully Paid, 36 months,12500.0,43000.0,38.54,745.0,,10+ years,C,MORTGAGE,2016-02-01
1078292,2016-02-01,Current, 60 months,30000.0,125000.0,35.82,715.0,4.0,5 years,D,RENT,2016-02-01
1078293,2016-02-01,Fully Paid, 36 months,10000.0,27000.0,9.78,670.0,52.0,6 years,B,MORTGAGE,2016-02-01
1078294,2016-02-01,Charged Off, 36 months,35000.0,70000.0,32.49,710.0,,5 years,E,RENT,2016-02-01
1078295,2016-02-01,Fully Paid, 36 months,2500.0,84000.0,36.41,695.0,,,D,MORTGAGE,2016-02-01
1078296,2016-02-01,Fully Paid, 36 months,8000.0,44000.0,24.77,660.0,,,D,MORTGAGE,2016-02-01
1078297,2016-02-01,Current, 60 months,28000.0,97000.0,22.06,695.0,12.0,7 years,C,MORTGAGE,2016-02-01
1078298,2016-02-01,Fully Paid, 36 months,10000.0,38000.0,27.38,705.0,38.0,8 years,B,RENT,2016-02-01
1078299,2016-02-01,Fully Paid, 36 months,15000.0,65000.0,12.17,720.0,,,A,RENT,2016-02-01
1078300,2016-02-01,Charged Off, 60 months,19000.0,66310.0,13.68,680.0,55.0,3 years,C,MORTGAGE,2016-02-01
1078301,2016-02-01,Charged Off, 36 months,6000.0,35000.0,25.55,695.0,,5 years,C,RENT,2016-02-01
1078302,2016-02-01,Fully Paid, 36 months,9000.0,131006.36,13.05,805.0,,5 years,A,MORTGAGE,2016-02-01
1078303,2016-02-01,Charged Off, 36 months,15600.0,45000.0,13.03,665.0,22.0,,C,RENT,2016-02-01
1078304,2016-02-01,Fully Paid, 36 months,10000.0,40000.0,10.02,710.0,,3 years,B,RENT,2016-02-01
1078305,2016-02-01,Current, 60 months,20000.0,80000.0,13.25,670.0,,1 year,D,OWN,2016-02-01
1078306,2016-02-01,Fully Paid, 60 months,13600.0,146000.0,6.77,805.0,,7 years,A,MORTGAGE,2016-02-01
1078307,2016-02-01,Charged Off, 60 months,25000.0,112000.0,8.04,720.0,46.0,1 year,B,MORTGAGE,2016-02-01
1078308,2016-02-01,Fully Paid, 36 months,17000.0,90000.0,19.12,700.0,,10+ years,A,OWN,2016-02-01
1078309,2016-02-01,Charged Off, 36 months,10000.0,23000.0,14.56,700.0,,8 years,B,RENT,2016-02-01
1078310,2016-02-01,Fully Paid, 60 months,16000.0,60000.0,21.14,730.0,,4 years,C,RENT,2016-02-01
1078311,2016-02-01,Charged Off, 36 months,23000.0,62000.0,12.37,700.0,,6 years,C,RENT,2016-02-01
1078312,2016-02-01,Charged Off, 60 months,35000.0,195000.0,15.58,670.0,46.0,2 years,E,RENT,2016-02-01
1078313,2016-02-01,Fully Paid, 36 months,7200.0,33000.0,8.44,670.0,0.0,6 years,C,MORTGAGE,2016-02-01
1078314,2016-02-01,Current, 60 months,14650.0,210000.0,8.17,660.0,2.0,10+ years,D,MORTGAGE,2016-02-01
1078315,2016-02-01,Fully Paid, 36 months,6000.0,42000.0,13.94,705.0,,10+ years,C,RENT,2016-02-01
1078316,2016-02-01,Fully Paid, 36 months,5200.0,44680.0,19.64,670.0,3.0,10+ years,C,MORTGAGE,2016-02-01
1078317,2016-02-01,Fully Paid, 36 months,25000.0,117500.0,15.67,690.0,10.0,1 year,C,MORTGAGE,2016-02-01
1078318,2016-02-01,Fully Paid, 36 months,12000.0,75120.0,13.56,695.0,18.0,,B,RENT,2016-02-01
1078319,2016-02-01,Fully Paid, 36 months,35000.0,130000.0,18.2,715.0,,2 years,B,OWN,2016-02-01
1078320,2016-02-01,Fully Paid, 36 months,12000.0,45000.0,21.77,680.0,9.0,10+ years,B,RENT,2016-02-01
1078321,2016-02-01,Fully Paid, 36 months,10000.0,30000.0,7.64,690.0,18.0,7 years,A,OWN,2016-02-01
1078322,2016-02-01,Fully Paid, 36 months,19950.0,130000.0,29.11,700.0,10.0,< 1 year,D,OWN,2016-02-01
1078323,2016-02-01,Charged Off, 60 months,15000.0,126000.0,22.21,705.0,13.0,2 years,D,MORTGAGE,2016-02-01
1078324,2016-02-01,Fully Paid, 36 months,4000.0,60000.0,12.3,680.0,75.0,10+ years,B,RENT,2016-02-01
1078325,2016-02-01,Current, 60 months,16000.0,64000.0,27.0,710.0,70.0,10+ years,B,MORTGAGE,2016-02-01
1078326,2016-02-01,Fully Paid, 36 months,30000.0,150000.0,16.7,690.0,59.0,6 years,B,MORTGAGE,2016-02-01
1078327,2016-02-01,Fully Paid, 36 months,20000.0,90000.0,25.89,715.0,72.0,10+ years,B,MORTGAGE,2016-02-01
1078328,2016-02-01,Fully Paid, 36 months,20000.0,80000.0,16.76,665.0,24.0,2 years,C,RENT,2016-02-01
1078329,2016-02-01,Fully Paid, 36 months,9075.0,56000.0,13.67,660.0,79.0,10+ years,D,RENT,2016-02-01
1078330,2016-02-01,Fully Paid, 60 months,24000.0,60000.0,11.58,720.0,,,C,MORTGAGE,2016-02-01
1078331,2016-02-01,Current, 60 months,35000.0,135000.0,21.58,730.0,,10+ years,C,MORTGAGE,2016-02-01
1078332,2016-02-01,Current, 60 months,11550.0,53000.0,18.77,770.0,38.0,7 years,C,MORTGAGE,2016-02-01
1078333,2016-02-01,Fully Paid, 36 months,5000.0,48000.0,3.58,660.0,,1 year,B,RENT,2016-02-01
1078334,2016-02-01,Fully Paid, 36 months,5000.0,40000.0,2.79,700.0,,10+ years,C,OWN,2016-02-01
1078335,2016-02-01,Fully Paid, 36 months,9000.0,92000.0,17.69,715.0,,,B,MORTGAGE,2016-02-01
1078336,2016-02-01,Fully Paid, 60 months,30000.0,92000.0,15.74,670.0,39.0,10+ years,E,RENT,2016-02-01
1078337,2016-02-01,Current, 60 months,35000.0,80000.0,5.85,745.0,,< 1 year,E,OWN,2016-02-01
1078338,2016-02-01,Fully Paid, 36 months,6000.0,55000.0,5.95,725.0,35.0,10+ years,A,MORTGAGE,2016-02-01
1078339,2016-02-01,Current, 60 months,16000.0,42506.0,21.83,675.0,,10+ years,C,RENT,2016-02-01
1078340,2016-02-01,Charged Off, 60 months,12000.0,51600.0,36.49,680.0,48.0,8 years,F,MORTGAGE,2016-02-01
1078341,2016-02-01,Fully Paid, 36 months,7200.0,82000.0,19.99,725.0,28.0,7 years,A,MORTGAGE,2016-02-01
1078342,2016-02-01,Charged Off, 36 months,12375.0,50000.0,30.36,665.0,36.0,10+ years,D,RENT,2016-02-01
1078343,2016-02-01,Fully Paid, 36 months,5000.0,100000.0,22.1,680.0,,10+ years,C,RENT,2016-02-01
